No.,entity,BAU Name lang,BAU Adresse 2 lang,Country/Region Code,City,Post Code
363554,Meridian,Pfeifer Logistik SE,Bayernstrasse 11,,Langenhagen,30855
363555,Meridian,Torf Immobilien GmbH,Zollhof 2,D,Düsseldorf,40221
363556,Meridian,Ammer Service Holding GmbH,Am Sportplatz 10,D,Crimmitschau/ OTLangenreinsdor,08451
363557,Meridian,Ilten Construction Holding GmbH,Jülicher Straße 336,D,Aachen,52070
363558,Meridian,Wald Capital GmbH & Co. KG,Troppauerstraße 2 - 6,D,Freilassing,83395
363559,Meridian,Zehm Haus Bau GmbH,Danziger Straße 13 - 15,D,Neuss,41462
363560,Meridian,Wald Estate Holding GmbH,Hochstadenstraße 11,D,Neuss-Hoisten,41469
363561,Meridian,Hallberg Tech GmbH,Fußbachstraße 20,D,Wegberg,41844
363562,Meridian,Wesel Service GbR,Meisenstraße 27,D,Pfedelbach-Windischenbach,74629
363563,Meridian,Ilten Smart Bau GmbH,Blumentalstraße 33,D,Remscheid,42859
363565,Meridian,Wesel Tech Bau GmbH,Gutenbergstraße 89,D,Siegen,57078
363566,Meridian,Neuer Estate Verwaltungs GmbH,Feldstraße 85,D,Alsdorf,52477
363567,Meridian,Supplier 363567,,,,
363571,Meridian,Supplier 363571,,,,
363572,Meridian,Supplier 363572,,,,
363574,Meridian,Supplier 363574,,,,
363575,Meridian,Supplier 363575,,,,
363576,Meridian,Supplier 363576,,,,
363577,Meridian,Supplier 363577,,,,
363578,Meridian,Supplier 363578,,,,
363579,Meridian,Supplier 363579,,,,
363600,Meridian,Supplier 363600,,,,
363601,Meridian,Supplier 363601,,,,
363607,Meridian,Supplier 363607,,,,
363611,Meridian,Supplier 363611,,,,
363614,Meridian,Supplier 363614,,,,
363615,Meridian,Supplier 363615,,,,
363623,Meridian,Supplier 363623,,,,
363628,Meridian,Supplier 363628,,,,
363635,Meridian,Supplier 363635,,,,
363636,Meridian,Supplier 363636,,,,
363638,Meridian,Supplier 363638,,,,
363642,Meridian,Supplier 363642,,,,
363643,Meridian,Nordmann Immobilien GmbH,Am Kannengiesser 7,D,Heinsberg-Oberbruch,52525
363644,Meridian,Pfahl Management OHG,Möhlendyck 116,DE,Kerken,47647
363645,Meridian,Olpe Property Service GmbH,Heisenbergstraße 3-5,D,Bergheim,50126
363646,Meridian,Ochsner Zentrum GmbH,Heerweg 31,D,Heinsberg,52525
363647,Meridian,Regen Materials GmbH,Martin-Luther-Str. 14,DE,Aachen,52062
363648,Meridian,Supplier 363648,,,,
363650,Meridian,Keller Engineering Technik GmbH,Schwarzwaldstraße 3,D,Bornheim,53332
363652,Meridian,Bremer Bau Service GmbH,Mittelgewannweg 15,D,Heidelberg,69123
363653,Meridian,Boden Resources Service GmbH,Schuckertstraße 18,D,Münster,48153
363654,Meridian,Hammel Solutions Bau GmbH,Quarzstraße 4,D,Leverkusen,51371
363655,Meridian,Jülich Recycling KG,Brökerstr. 46,D,Gangelt,52538
363657,Meridian,Gelsen Zentrum AG,Hoogstraat 21,NL,"AA Beesel, Holland",5954
363658,Meridian,Wenger Management SE,Ankerkade 14,NL,Maastricht,6222 NM
363659,Meridian,Wegberg Tech KG,Max-Planck-Straße 6,D,Köln,50858
363662,Meridian,Supplier 363662,,,,
363666,Meridian,Supplier 363666,,,,
363667,Meridian,Supplier 363667,,,,
363668,Meridian,Supplier 363668,,,,
363669,Meridian,Supplier 363669,,,,
363670,Meridian,Supplier 363670,,,,
363671,Meridian,Quast Tech GmbH,Mühlhovener Straße 15a,D,Düren,52353
363672,Meridian,Ufer Consulting GmbH & Co. KG,Hochstraße 162,DE,Heinsberg,52525
363673,Meridian,Nordmann Service GmbH,Ottostraße 4 A,D,Pulheim,50259
363674,Meridian,Düren Engineering GmbH,Neukircher Weg 55,,Swisttal,53913
363675,Meridian,Linde Smart GbR,Zechenring 72,,Wassenberg,41849
363676,Meridian,Xaver Industrie GmbH & Co. KG,Benzstraße 9,D,Hückelhoven,41836
363677,Meridian,Xaver Property SE,Max-Planck-Straße 17-21,D,Alsdorf,52477
363800,Meridian,Supplier 363800,,,,
363801,Meridian,Supplier 363801,,,,
363805,Meridian,Supplier 363805,,,,
363807,Meridian,Supplier 363807,,,,
363809,Meridian,Supplier 363809,,,,
363812,Meridian,Supplier 363812,,,,
363813,Meridian,Supplier 363813,,,,
363815,Meridian,Supplier 363815,,,,
363825,Meridian,Supplier 363825,,,,
363850,Meridian,Supplier 363850,,,,
363851,Meridian,Supplier 363851,,,,
363854,Meridian,Supplier 363854,,,,
363855,Meridian,Supplier 363855,,,,
363861,Meridian,Supplier 363861,,,,
363868,Meridian,Supplier 363868,,,,
363869,Meridian,Supplier 363869,,,,
363885,Meridian,Unna Wirtschaft Service GmbH,Schanzenstraße 30,D,Köln,51063
363886,Meridian,Supplier 363886,,,,
363887,Meridian,Moers Verwaltung Verwaltungs GmbH,Ostlandstraße 5-9,D,Borken,46325
363888,Meridian,Viersen Industrie KG,Sittarder Straße 5,D,Heinsberg,52525
363889,Meridian,Pfeifer Real Service GmbH,Lindenplatz 113,D,Elsdorf,50189
363890,Meridian,Jäger Dienst Holding GmbH,Theo-Champion-Str. 1,DE,Düsseldorf,40549
363891,Meridian,Zülpich Wirtschaft GbR,Kempener Straße 100,D,Wachtendonk,47669
363892,Meridian,Zülpich Holding Holding GmbH,Zaunkönigweg 42,D,Düsseldorf,40470
363893,Meridian,Ebert Property GmbH,Fasanenweg 18,D,Leinfelden-Echterdingen,70771
363894,Meridian,Neuer Engineering Verwaltungs GmbH,Meindorfer Straße 29,D,Niederkassel,53859
363895,Meridian,Xanten Recycling Verwaltungs GmbH,An der Kesselschmiede 11 - 15,D,Stolberg,52223
363897,Meridian,Supplier 363897,,,,
363898,Meridian,Ammer Recycling SE,Zeppelinstraße 321,D,Mülheim,45470
363899,Meridian,Supplier 363899,,,,
363900,Meridian,Regen Verwaltung Holding GmbH,Blomberger Straße 36,,Blomberg,32825
363901,Meridian,Altenberg Engineering Verwaltungs GmbH,Handelsstraße 22 a,D,Markranstädt,04420
363902,Meridian,Gelsen Property Verwaltungs GmbH,Ferd.-Clasen-Str. 35,D,Erkelenz,41812
363903,Meridian,Castrop Haus GmbH,Mark Str. 254,D,Bochum,44799
363905,Meridian,Ufer Bau GbR,Mühlenberg 18,D,Waldfeucht,52525
363906,Meridian,Boden Umwelt AG,Virchowstr. 34,D,Neuss,41464
363907,Meridian,Vogt Plan AG,Weststraße 116,D,Hagen,58089
363908,Meridian,Bergmann Umwelt GmbH & Co. KG,Vorlandstraße 5,D,Hausach,77756
363909,Meridian,Grund Invest GmbH,Sonnenstraße 33 - 35,D,Siegen,57078
363910,Meridian,Hamm Projekt GmbH,Ritterstraße 20,D,Aachen,52072
363911,Meridian,Ebert Service GbR,Friedrich-Bergius-Straße 8,,Grevenbroich,41516
363912,Meridian,Siegen Solutions Service GmbH,Daimlerstraße 27,D,Kerpen,50170
363913,Meridian,Siegen Management GbR,An der Tränke 22,D,Selfkant,52538
363914,Meridian,Gelsen Construction OHG,Talstraße 35,,Kalkar,47546
363915,Meridian,Iserlohn Logistik AG,Königsberger Straße 36,D,Heinsberg,52525
363916,Meridian,Sohl Wirtschaft GbR,Schulstraße 33,DE,Marl,45770
363917,Meridian,Olfen Construction Verwaltungs GmbH,von-Humboldt-Straße 125,D,Geilenkirchen,52511
363919,Meridian,Neuer Green Verwaltungs GmbH,Marie-Curie-Straße 7,D,Leverkusen,51377
363920,Meridian,Pfeifer Construction Service GmbH,Spechtweg 5,,Brüggen,41379
363921,Meridian,Wesel Energy Bau GmbH,Johann-Philipp-Reis-Str. 14,D,Bornheim,53332
363922,Meridian,Pfeifer Werk GmbH,Marie-Curie-Straße 9a,DE,Bergkamen,59192
363923,Meridian,Fröndenberg Consulting GmbH,Zollernstraße 33,D,Aachen,52070
363924,Meridian,Geilenkirchen Materials AG,Ludwig-Erhard-Allee 18,,Bielefeld,33719
363925,Meridian,Mauer Management AG,Industriestraße 28,D,Niederkrüchten,41372
363926,Meridian,Junker Real OHG,Gökerstr. 14,D,Wilhelmshaven,26384
363927,Meridian,Siegen Engineering SE,Werner-von-Siemens-Straße 20,D,Alsdorf,52477
363928,Meridian,Velde Invest Service GmbH,Heinrich-Hertz-Straße 42,D,Erkrath,40699
363929,Meridian,Falkenau Consulting Holding GmbH,Glockenlandstr. 21,D,Heinsberg,52525
363930,Meridian,Siegen Service GmbH & Co. KG,Bövinghauser Dorfstraße 123,D,Dortmund,44388
363931,Meridian,Neuer System KG,Englandstraße 6,D,Hemer,58675
363932,Meridian,Kleve Smart GmbH,Weiler Berrenrath 2,D,Hürth,50354
363933,Meridian,Vogt Bau Holding GmbH,Königsberger Straße 17,DE,Neuss,41460
363934,Meridian,Paderborn Immobilien GbR,Entenpfuhl 56,D,Waldfeucht,52525
363935,Meridian,Neuss System GmbH,Adenauerstraße 19,D,Würselen,52146
363936,Meridian,Grund Management OHG,Im Steinhof 13,D,Bochum,44867
363937,Meridian,Junker Dienst Technik GmbH,Fliethstraße 112,D,Mönchengladbach,41061
363938,Meridian,Jäger Partner Holding GmbH,Dammstraße 26,D,Duisburg,47119
363939,Meridian,Unna Zentrum OHG,Holmers Kamp 6,DE,Schüttorf,48465
363940,Meridian,Hückelhoven Dienst OHG,Valkenburgerweg 41,NL,Voerendaal,6367 GT
363941,Meridian,Düren Resources OHG,Rurstraße 15,D,Heinsberg,52525
363942,Meridian,Unna Wirtschaft GmbH & Co. KG,Duvendahl 92,D,Stelle,21435
363943,Meridian,Hamm Energy KG,Töpferstraße 55,D,Linnich-Gereo.,52441
363944,Meridian,Lemgo Recycling Bau GmbH,Neuenhofstraße 160,D,Aachen,52078
363946,Meridian,Zehm Concept Technik GmbH,Friedrichstraße 7,DE,Düsseldorf,40217
363947,Meridian,Ammer Facility AG,Dresdner Straße 51,D,Bautzen,02625
363948,Meridian,Thalberg Immobilien Holding GmbH,In Lentholt 42,D,Erkelenz,41812
363949,Meridian,Ulmen Property GbR,Engelbertstraße 4,D,Selfkant,52538
363950,Meridian,Velde Green GmbH,Drexelhofweg 3,,Rudersberg,73635
363951,Meridian,Rheine System GmbH & Co. KG,Dornaper Straße 18,D,Wuppertal,42327
363952,Meridian,Boden Park Holding GmbH,Am Stadthafen 17-20,,Essen,45356
363953,Meridian,Junker Concept KG,Spyckstraße 180,,Kleve,47533
363954,Meridian,Iserlohn Wirtschaft Technik GmbH,Siemensring 110,,Willich,47877
363955,Meridian,Zülpich Resources Service GmbH,Industriestraße 12,D,Aldenhoven,52457
363957,Meridian,Neuer Haus SE,Neuenhovener Str. 3,D,Jüchen,41363
363958,Meridian,Supplier 363958,,,,
363960,Meridian,Rheine Partner AG,Kalkstraße 20,,Bergisch Gladbach,51465
363961,Meridian,Ulmen Partner Service GmbH,Stockhover Weg 19,D,Dülmen,48249
363962,Meridian,Rheine Solutions Technik GmbH,In Brück 3,D,Hückelhoven,41836
363963,Meridian,Fröndenberg Tech Holding GmbH,Lukasstraße 13,D,Aachen,52070
363964,Meridian,Paderborn Immobilien SE,Kerpener Straße 175,D,Kerpen,50147
363965,Meridian,Supplier 363965,,,,
363966,Meridian,Cramer Plan GbR,Dieselstraße 33,D,Bochum,44805
363967,Meridian,Reuter Facility Holding GmbH,Stolberger Straße 5,D,Köln,50933
363968,Meridian,Cramer Dienst KG,Ostpromenade 50,D,Heinsberg,52525
363969,Meridian,Moers Capital KG,Wilhelm-Heinrich-Weg 1,D,Düsseldorf,40231
363970,Meridian,Regen Management SE,Osterrather Str. 17,D,Neuss,41460
363971,Meridian,Jülich Engineering GmbH & Co. KG,Dennewartstraße 25 - 27,D,Aachen,52068
363972,Meridian,Dorsten Concept Bau GmbH,Willi-Bleicher Str. 20,D,Düren,52353
363973,Meridian,Bremer Projekt Bau GmbH,Wirichsbongardstraße 24,D,Aachen,52062
363975,Meridian,Wald Logistik AG,Bornstraße 219,D,Dortmund,44145
363976,Meridian,Xaver Immobilien Technik GmbH,Heiderstr. 133,D,Wegberg,41844
363977,Meridian,Moers Real Service GmbH,Julius-Müller-Straße 6,D,Schieder-Schwalenberg,32816
363978,Meridian,Emden Service GmbH & Co. KG,Hansastr. / Petersstr.,D,Krefeld,47798
363979,Meridian,Junker Real GbR,Wilschdorfer Str. 22,D,Fischbach,01477
363980,Meridian,Iserlohn Construction AG,Stolberger Str. 123,D,Eschweiler,52249
363981,Meridian,Bremer Projekt SE,Nordstraße 25,D,Wassenberg,41849
363982,Meridian,Quast Management Verwaltungs GmbH,Lehmkuhl 6,D,Vettweiß-Ginn,52391
363983,Meridian,Sander Zentrum Holding GmbH,Klockscherweg 4,D,Goch,47574
363984,Meridian,Erkelenz Materials GmbH & Co. KG,Haarener Straße 153,D,Waldfeucht - Haaren,52525
363985,Meridian,Gelsen Haus Bau GmbH,Ilbertzstr. 71a,,Heinsberg,52525
363986,Meridian,Torf Logistik GbR,Roermonder Straße 163,D,Heinsberg-Karken,52525
363987,Meridian,Ilten Real GmbH,Kölner Straße 38,D,Jünkerath,54584
363988,Meridian,Langer Industrie AG,Hohenstaufenring 62,D,Köln,50674
363989,Meridian,Imfeld Capital AG,Gewerbepark 53-57,D,Nörvenich,52388
363990,Meridian,Keller Logistik KG,Am Neumarkt 2,D,Kaarst,41564
363991,Meridian,Rheine Engineering Holding GmbH,An Fürthenrode 27,D,Geilenkirchen,52511
363992,Meridian,Moers Estate OHG,Hocksteiner Weg 22,D,Mönchengladbach,41189
363993,Meridian,Flur Service KG,Linderner Straße 29,D,Heinsberg,52525
363994,Meridian,Vogt Plan AG,Wideystraße 30,DE,Kamen,59174
363995,Meridian,Vogt System Verwaltungs GmbH,Buttermarkt 1,D,Kempen,47906
363996,Meridian,Hallberg Engineering Verwaltungs GmbH,Kirchhellener Straße 175,D,Bottrop,46240
363997,Meridian,Regen Resources Service GmbH,Bernhard-Hahn-Straße 11-13,D,Erkelenz,41812
363998,Meridian,Torf Facility SE,Am Boscheler Berg 5,D,Herzogenrath,52134
363999,Meridian,Gelsen Bau Technik GmbH,Opladener Str. 158,D,Langenfeld,40764
364000,Meridian,Zülpich Tech GmbH,Römerkanal 80,D,Rheinbach,53359
364001,Meridian,Merker Estate GbR,Siegfriedstr. 28,D,Bonn,53179
364002,Meridian,Torf Consulting Bau GmbH,Lise-Meitner-Straße 20,D,Pulheim,50259
364003,Meridian,Cramer Werk GmbH & Co. KG,Worringer Straße 11,D,Düsseldorf,40211
364004,Meridian,Jäger Construction GmbH & Co. KG,Weseler Straße 78,D,Voerde,46562
364005,Meridian,Flur Park AG,Mühlenbachstraße 1b,DE,Mechernich,53894
364006,Meridian,Sohl Energy GmbH & Co. KG,Auf der Kaiserfuhr 39,D,Bonn,53127
364007,Meridian,Flur Park AG,Mühlenbachstraße 1b,DE,Mechernich,53894
364008,Meridian,Eder Park Technik GmbH,Krähenbusch 43,D,Kempen St. Hubert-Vösch,47906
364009,Meridian,Hallberg Gruppe OHG,Am Stadtwald 4,D,Wickede,58739
364010,Meridian,Pfahl Consulting Service GmbH,St.-Antonius-Str. 1A,D,Neuss,41470
364011,Meridian,Fröndenberg Haus Bau GmbH,Bliersheimer Straße 62,D,Duisburg,47229
364012,Meridian,Unna Partner Technik GmbH,Grasweg 7,D,Pulheim,50259
364013,Meridian,Dreher Werk SE,Tullastraße 53,D,Freiburg,79108
364014,Meridian,Gelsen Logistik Service GmbH,Am Gansacker 34,D,Umkirch,79224
364015,Meridian,Vogt Tech GmbH,Willy-Brandt-Platz 2,D,Köln,50679
364016,Meridian,Gerber Immobilien SE,Weg am Kötterberg 51,D,Bochum,44807
364017,Meridian,Regen Concept GmbH,Möllberger Straße 20,D,Vlotho,32602
364018,Meridian,Moers Haus GmbH,Broßhauser Str. 27,D,Solingen-Ohligs,42697
364019,Meridian,Merker Resources GbR,Brüsseler Str. 24,D,Bad Bentheim,48455
364020,Meridian,Emden Service Technik GmbH,Am Rosengarten 28,D,Kerpen,50170
364023,Meridian,Düren Materials KG,An der Untermühle 1,D,Grevenbroich,41516
364024,Meridian,Hallberg Construction SE,Poststraße 157,D,Voerde,46562
364025,Meridian,Geilenkirchen Plan KG,Bosfelder Weg 25,D,Rheda-Wiedenbrück,33378
364026,Meridian,Jülich Recycling Holding GmbH,Atlantastraße 29,D,Nürnberg,90408
364027,Meridian,Flur Invest OHG,Clemensstraße 81,D,Waldfeucht - Braunsrath,52525
364028,Meridian,Gelsen Facility Verwaltungs GmbH,Schranke 23,DE,Essingen,73457
364029,Meridian,Pfeifer Energy Verwaltungs GmbH,Wilhelm-Beckmann-Straße 7,D,Essen,45307
364030,Meridian,Wesel Logistik AG,Deichstraße 85,D,Heinsberg,52525
364031,Meridian,Nordmann Industrie OHG,May 28a,,Nettetal-Leuth,41334
364032,Meridian,Aachen Werk GmbH,Gasberg 22b,,Erkelenz,41812
364033,Meridian,Neuss Facility Service GmbH,Königsberger Straße 17,D,Neuss,41460
364034,Meridian,Hammel Gruppe OHG,Am Mühlenfeld 9,DE,Heinsberg,52525
364035,Meridian,Wegberg Haus Technik GmbH,Oberlieck 4a,D,Heinsberg,52525
364036,Meridian,Düren Green Verwaltungs GmbH,Diergardtstraße 42,,Bornheim,53332
364037,Meridian,Imfeld Engineering Technik GmbH,Europaallee 17,,Langenhagen,30855
364038,Meridian,Heinsberg Partner GmbH & Co. KG,Industriestraße 165,,Köln,50999
364039,Meridian,Zülpich Resources Holding GmbH,Trieschweg 3,,Beselich-Obertiefenbach,65614
364040,Meridian,Arnsberg Energy Technik GmbH,Auelsweg 18,,Lohmar,53797
364041,Meridian,Kreis Immobilien OHG,Glashüttenstraße 4c,D,Düren,52349
364042,Meridian,Imfeld Green OHG,Im Gansbruch 27,D,Linnich,52441
364043,Meridian,Jäger Holding Holding GmbH,Carl-Zeiss-Straße 26,,Alsdorf,52477
364044,Meridian,Troisdorf Construction OHG,Im Gansbruch 27,,Linnich,52441
364116,Meridian,Wenger Facility Technik GmbH,Macherstraße 51,D,Kamenz,01917
364123,Meridian,Pfahl Verwaltung GmbH & Co. KG,Stammheimer Str. 10,D,Kornwestheim,70806
364124,Meridian,Langer Management Holding GmbH,Wilhelmstr. 1,D,Potsdam,14456
364125,Meridian,Düren Park Bau GmbH,Engelhard-Breul-Str. 9,D,Homberg,34576
364127,Meridian,Boden Partner GbR,Leutragraben 1,D,Jena,07743
364128,Meridian,Ebert Energy Service GmbH,Zugspitzstraße 181,D,Augsburg,83135
364129,Meridian,Xaver Invest GbR,Heinickestraße 31,,Wimsheim,71299
364130,Meridian,Olfen System KG,Girmesgath 5,D,Stuttgart,70435
364131,Meridian,Xaver Invest GbR,Heinickestraße 31,,Wimsheim,71299
364132,Meridian,Jäger Recycling KG,Winterstr. 49,D,Bielefeld,33649
364133,Meridian,Sander Service Technik GmbH,Burgwall 20,D,Dortmund,44047
364134,Meridian,Wegberg Immobilien AG,Heresbachstraße 29,,Solingen,42705
364135,Meridian,Geilenkirchen Werk Service GmbH,Grunewaldstr. 59,D,Mönchengladbach,41066
364136,Meridian,Jülich Bau KG,Vorwerksallee,D,Rendsburg,24751
364137,Meridian,Düren Werk KG,Fischerstr. 8,D,Düsseldorf,40006
364138,Meridian,Merker Gruppe Technik GmbH,,,,
364139,Meridian,Merker Immobilien Bau GmbH,Wotanstr. 88,D,München,80790
364140,Meridian,Viersen Service GmbH & Co. KG,Lichtenbergerstraße 16,D,Ludwigshafen,67001
364141,Meridian,Hammel Consulting KG,Industriepark 322,,Gottmadingen,78244
364142,Meridian,Grund Invest Service GmbH,Otto-Hahn-Straße 52,,Nordhorn,48529
364143,Meridian,Thalberg Energy AG,Jacobastraße 71,D,Hückelhoven,41836
364154,Meridian,Ufer Recycling Holding GmbH,Gartenfeldstr. 17,D,Kell am See,54427
364159,Meridian,Paderborn Bau GmbH & Co. KG,Morsestr. 9a,D,Köln,50769
364162,Meridian,Linde Industrie Holding GmbH,Auf dem Böcken 10,D,Gevelsberg,58285
364167,Meridian,Imfeld Capital AG,Gewerbepark 53-57,D,Nörvenich,52388
364168,Meridian,Xanten Facility OHG,Am Panneschopp 16,D,Nettetal,41334
364169,Meridian,Supplier 364169,,,,
364173,Meridian,Torf Industrie Service GmbH,Josef-Kitz-Straße 14,D,Troisdorf,53840
364180,Meridian,Wald Werk AG,Graskamp 21,D,Niederkrüchten,41372
364181,Meridian,Boden Immobilien SE,Reyweg 29,D,Selfkant,52538
364182,Meridian,Ufer Engineering AG,Eindhovensebaan 3,NL,JA Veldhoven,5505
364183,Meridian,Torf Industrie OHG,Siemensstraße 21,D,Emsbüren,48488
364184,Meridian,Cramer Gruppe KG,Neuer Weg 12-16,DE,Wuppertal-Dönberg,42111
364185,Meridian,Eder Umwelt OHG,Paalsteenstraat 36,B,Hasselt,3500
364186,Meridian,Dorsten Facility GmbH,Bahnhofstraße 149,D,Gangelt-Birgden,52538
364187,Meridian,Lemgo Management KG,Zum Niesenberg 4,D,Weinsheim,54595
364525,Meridian,Hallberg Facility Technik GmbH,Kreuzbergstr. 18,D,Frechen,50226
364526,Meridian,Olpe Construction Holding GmbH,Westicker Straße 46,D,Fröndenberg,58730
364527,Meridian,Ulmen Recycling AG,Dinglerstraße 9,D,Essen,45145
364528,Meridian,Zehm Facility Bau GmbH,Lintorfer Weg 83,D,Ratingen,40885
364700,Meridian,Supplier 364700,,,,
364702,Meridian,Supplier 364702,,,,
364703,Meridian,Supplier 364703,,,,
364706,Meridian,Supplier 364706,,,,
364708,Meridian,Supplier 364708,,,,
364716,Meridian,Supplier 364716,,,,
364723,Meridian,Supplier 364723,,,,
364727,Meridian,Supplier 364727,,,,
364733,Meridian,Supplier 364733,,,,
364734,Meridian,Supplier 364734,,,,
364738,Meridian,Supplier 364738,,,,
364741,Meridian,Supplier 364741,,,,
364748,Meridian,Supplier 364748,,,,
364750,Meridian,Supplier 364750,,,,
364752,Meridian,Supplier 364752,,,,
364758,Meridian,Langer Umwelt AG,Senator-Bömers-Str. 36,D,Bremen,28197
364759,Meridian,Keller Management Service GmbH,Konrad-Adenauer-Platz 1,D,Langenfeld,40764
364761,Meridian,Paderborn Estate KG,Rudolf-Diesel-Straße 5,D,Dorsten,46282
364762,Meridian,Dachstein Verwaltung Holding GmbH,Frauenberger Straße 150,D,Euskirchen,53879
364763,Meridian,Paderborn Energy GmbH,Wurzner Straße 139,D,Leipzig,04318
364764,Meridian,Kreis System SE,Parkstraße 28,D,Heinsberg,52525
364765,Meridian,Falkenau Real Technik GmbH,Industriering 41,DE,Viersen,41751
364766,Meridian,Xanten Werk Service GmbH,Bataverstr. 86,D,Neuss,41462
364767,Meridian,Ammer Gruppe GmbH & Co. KG,Innerstetal 9,DE,Langelsheim,38685
364768,Meridian,Wegberg Haus SE,Hauptstraße 39,D,Korschenbroich,41352
364769,Meridian,Reuter System GbR,Roßstr.120,D,Düsseldorf,40476
364770,Meridian,Dachstein Plan Bau GmbH,Leuther Straße 36,D,Nettetal,41334
364771,Meridian,Wenger Energy Service GmbH,Lehmstraße 18a,D,Duisburg,47105
364772,Meridian,Troisdorf Resources Technik GmbH,Alte Dürener Straße 12,D,Jülich,52428
364773,Meridian,Neuss Gruppe Bau GmbH,Zeppelinstraße 3-6,D,Haren,49733
364774,Meridian,Wenger Dienst SE,Am Rosenbaum 7,D,Ratingen,40882
364775,Meridian,Linde Service Technik GmbH,Jagdschänkenstraße 56,D,Chemnitz,09117
364776,Meridian,Junker Real SE,Hansemannstr. 14-18,D,Geilenkirchen,52511
364777,Meridian,Troisdorf Invest AG,Uhlenbruch 6,,Wuppertal,42279
364778,Meridian,Düren Projekt Service GmbH,Werner-Siemens-Straße 1,D,Wiehl,51674
364779,Meridian,Wesel Concept Technik GmbH,Industriepark Nord 2,,Buchholz,53567
364780,Meridian,Siegen Engineering Service GmbH,Wehlingsweg 6,D,Gladbeck,45964
364781,Meridian,Ilten Green GmbH & Co. KG,Am Rosenbaum 7,,Ratingen,40882
364782,Meridian,Heinsberg Construction GbR,An der Hansalinie 36,,Ascheberg,59387
364783,Meridian,Ochsner Capital GbR,Warteweg 46,D,Stadtoldendorf,37627
364784,Meridian,Zehm Capital GbR,Benzstraße 4,D,Stadtlohn,48703
364785,Meridian,Xanten Green Service GmbH,Dechant-Kamper-Straße 39a,DE,Selfkant-Süsterseel,52538
364786,Meridian,Aachen Projekt KG,Mülforter Straße 69,,Mönchengladbach,41238
364787,Meridian,Quast Energy Bau GmbH,Hauptstraße 45,D,Schöna,01814
364788,Meridian,Nordmann Holding GmbH & Co. KG,Hohenzollernring 21 - 23,D,Köln,50672
364789,Meridian,Geilenkirchen System GbR,Bergerwiesenstraße 9,D,Meckenheim,53340
364790,Meridian,Imfeld Capital GmbH,Neusser Straße 16,D,Erkelenz,41812
364791,Meridian,Unna Plan SE,Berliner Straße 74-76,,Offenbach,63065
364792,Meridian,Arnsberg Dienst GbR,Werner-Heisenberg-Straße 9,DE,Baesweiler,52499
364793,Meridian,Iserlohn Energy AG,Düsseldorfer Str. 6,D,Heinsberg-Dremmen,52525
364794,Meridian,Ufer Property Holding GmbH,Am Spakenberg 45,,Geesthacht,21502
364796,Meridian,Erkelenz Invest GmbH,Döcklitzer Tor 42,D,Querfurt,06268
364797,Meridian,Rheine Concept Bau GmbH,Fraunhoferstraße 9,,Fürstenfeldbruck,82256
364798,Meridian,Brackel Estate KG,Zuffenhauser Straße 77,DE,Korntal,70825
364799,Meridian,Gelsen Capital OHG,Steinerstraße 52,D,Bonn,53225
364801,Meridian,Lemgo Projekt Service GmbH,Rethelstraße 3,D,Heinsberg,52525
364802,Meridian,Dachstein Umwelt GmbH,Breinder 3 A,NL,Schinnen,6365 CX
364804,Meridian,Ilten Energy GmbH,Kleikstraße 97,D,Herzogenrath,52134
364807,Meridian,Brackel Dienst GbR,Am Neggenborn 103,D,Bochum,44892
364808,Meridian,Unna Smart AG,Beecker Straße 62,D,Wegberg,41844
364809,Meridian,Troisdorf Engineering Technik GmbH,Jechtinger Straße 8,D,Freiburg,79111
364811,Meridian,Wenger Concept GmbH,Engelsholt 118,D,Mönchengladbach,41069
364813,Meridian,Fröndenberg System Verwaltungs GmbH,,D,,
364815,Meridian,Kreis Consulting SE,Van-der-Upwich-Straße 23,D,Nettetal,41334
364816,Meridian,Regen Property GmbH,Gladbacher Straße 31,D,Heinsberg,52525
364818,Meridian,Flur Umwelt GbR,Im Liefeld 47,D,Düsseldorf,40227
364820,Meridian,Aachen Umwelt AG,Krauthausener Str. 17,D,Düren,52355
364821,Meridian,Düren Real Bau GmbH,Lambert-Schlun-Weg 5,D,Gangelt,52538
364823,Meridian,Imfeld Wirtschaft Bau GmbH,Steinhausen 51,D,Korschenbroich,41352
364824,Meridian,Arnsberg Invest GmbH,Kalkstraße 218,D,Leverkusen,51377
364825,Meridian,Dreher Immobilien GmbH & Co. KG,,,,
364830,Meridian,Geilenkirchen Umwelt GmbH & Co. KG,Wasserwerkstraße 7,D,Heinsberg,52525
364833,Meridian,Supplier 364833,,,,
364841,Meridian,Supplier 364841,,,,
364843,Meridian,Siegen Gruppe SE,Max-Reger-Straße 59,D,Mönchengladbach,41179
365100,Meridian,Supplier 365100,,,,
365104,Meridian,Supplier 365104,,,,
365106,Meridian,Supplier 365106,,,,
365107,Meridian,Supplier 365107,,,,
365114,Meridian,Supplier 365114,,,,
365121,Meridian,Supplier 365121,,,,
365122,Meridian,Supplier 365122,,,,
365127,Meridian,Supplier 365127,,,,
365134,Meridian,Supplier 365134,,,,
365135,Meridian,Supplier 365135,,,,
365145,Meridian,Supplier 365145,,,,
365155,Meridian,Supplier 365155,,,,
365159,Meridian,Xaver Consulting GmbH,Lohrer Straße 18,D,Jossgrund-Oberndorf,63637
